"ID","text"
"Health01436","I feel like I can hardly breathe unless I get what's in my lungs out"
"Health01437","My throught is so sore."
"Health01438","My body feels weak although I eat a lot, why?"
"Health01439","my ankle is hurting me"
"Health01440","I cut my foot at the pool and it breaks open every day when I walk on it."
"Health01441","My heart hurts while I'm sad, why?"
"Health01442","Everything looks like beeing in a smoky area."
"Health01443","My body feels like it's in a refrigerator."
"Health01444","I've tried reading books, but nothing can cheer me up."
"Health01445","Sterilizer for the eye"
"Health01446","My chest hurts when I go to take a breath"
"Health01447","My heart hurts while I'm sad, why?"
"Health01448","Everything looks like beeing in a smoky area."
"Health01449","I feel pain in the knee when walking"
"Health01450","I have a red rash that is itchy on my skin"
"Health01451","I feel like l fell in hot water"
"Health01452","My body feels weak although I eat a lot, why?"
"Health01453","My body aches on the inside between my hips and shoulders."
"Health01454","My ankle joint throbs when I put pressure on my foot."
"Health01455","I'm not hearing well I have problem with my ear"
"Health01456","I feel emotionally crushed"
"Health01457","There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help."
"Health01458","I have a pain in my head"
"Health01459","I have a throbbing in my joints"
"Health01460","I have a hard muscle pain since i went to the gym"
"Health01461","I don't have full range of motion with my arms"
"Health01462","i was diagnosed with pneumonia, i can't breath easily."
"Health01463","The area around my heart doesn't feel good."
"Health01464","I get a knee pain when I walk a lot"
"Health01465","When I stand up too quickly I start to feel dizzy and light-headed"
"Health01466","I got acne when I ate chili"
"Health01467","I usually have a bad cough when I get flu."
"Health01468","I have a neck pain when I sit in-front of my laptop."
"Health01469","severe pain in the upper left side of chest and may have pain to back"
"Health01470","I love to garden but I get a terrible twinge in my lower back when I lean over."
"Health01471","i have a pain in my elbow joint"
"Health01472","I had an accident and my wound was open when I arrived to hospital"
"Health01473","I don't do anything at home and still I feel exhausted."
"Health01474","I feel very hard to breathe"
"Health01475","My lower back hurts but it improves if I stretch it"
"Health01476","I feel a burning sensation in my guts about 2 hours after each meal."
"Health01477","Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
"Health01478","I can't stand up or sit down I have a pain in my back that annoys me"
"Health01479","When I move on my shoulder, pain shoots down my arm"
"Health01480","I feel a great pain in my shoulder when i try to lift something heavy"
"Health01481","i was travelling by ship and i feel dizzy."
"Health01482","my hair isn't well"
"Health01483","I have a pain in my stomach"
"Health01484","I have a great stomach ache and i can't eat any thing"
"Health01485","My entire body is freezing."
"Health01486","When I stand up too quickly I start to feel dizzy and light-headed"
"Health01487","I feel a soreness in my knees when I walk"
"Health01488","There is a sharp pain in my bicep"
"Health01489","i can hardly breathe"
"Health01490","I toppled over while jumping to catch the ball."
"Health01491","When I wake up in the morning I feel a soreness in my body"
"Health01492","I get an ear ache when it is cold"
"Health01493","i have a great pain in my foot like thrombing pain with relaxing my pain releif"
"Health01494","I feel great pain in the head"
"Health01495","I feel pain in my throat"
"Health01496","I made lots and lots of analysis to know the main reason for my stomach ache"
"Health01497","I have a hair shortage"
"Health01498","I fell a stiffness in my elbows and shoulders"
"Health01499","I'm suffering from sharp cough Accompanied by  phlegm"
"Health01500","i have issue with my skin"
"Health01501","He was discovered to have an open wound."
"Health01502","When I think of my parents I feel pain"
"Health01503","There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!"
"Health01504","I feel a sharp pain in my ankle joint when I stand."
"Health01505","Sometimes I cough because I'm a smoker"
"Health01506","My foot hurts me a lot of playing football"
"Health01507","My hair is falling when I am combing it."
"Health01508","The pain in my ear is unbearable."
"Health01509","Chronic bowel Pain"
"Health01510","My stomach aches after I drink any soda drink, why?"
"Health01511","My knees ache on cold and rainy days."
"Health01512","I had a cold the last time I travelled by plane and I still have a discomfort in my ears."
"Health01513","My skin is itching."
"Health01514","I feel pain in my right shoulder after the tennis match."
"Health01515","My shower drain is full of hair every time."
"Health01516","I have a pain in my stomach"
"Health01517","When I stand up too quickly I start to feel dizzy and light-headed"
"Health01518","I feel a great pain in my shoulder when i try to lift something heavy"
"Health01519","Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
"Health01520","I felt my heart hurts when I ran for along distance"
"Health01521","I don't have full range of motion with my arms"
"Health01522","My neck is annoying me I can't sleep bacause of it"
"Health01523","My stomach aches after I drink any soda drink, why?"
"Health01524","When I move my shoulder, it's like lightning is being sent through my shoulder"
"Health01525","I have a hair shortage"
"Health01526","I feel a pain in my neck"
"Health01527","i feel pain in my back"
"Health01528","I think my body temperature is very low."
"Health01529","I have a pain in my joint"
"Health01530","I can't get a girlfriend because of my acne."
"Health01531","When I go to stand, my head starts swirling"
"Health01532","I was kicked in the head playing soccer last night."
"Health01533","Chronic bone disease at the level of the doubles of the lower Estremidades"
"Health01534","I have pimples in patches along with a lot of redness on my face."
"Health01535","I have acne in my face and other problema in my derma like itching"
"Health01536","Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
"Health01537","I have blurry vision after I used a wrong medicine."
"Health01538","I have terrible pain in my heart"
"Health01539","I get a knee pain when I walk a lot"
"Health01540","i have injured myself during the soccer match"
"Health01541","My neck is annoying me I can't sleep bacause of it"
