"ID","text",,,
"Religion0525","Can y'all stop referencing the bible for your agenda. I read the book of job for literature class and it was traumatic. 😣😣😣 SEPARATION OF THE STATE AND THE CHURCH PLS LANG",,,
"Religion0526","If Christ visits again this man in clothes of a priest  covering  to hide his business would have been ordered to share d same place with Swapna Suresh &amp; co. in future. https://t.co/tn7fGtcZ1l",,,
"Religion0527","@ArzuJaeed Churches built in the 18-19th century is armenians but older ones are Caucasian Albanian. Many churches undervent armenification in order to justify their settlement in kharabagh and sunik regions.",,,
"Religion0528","We need to pray more for our pastors and spiritual leaders. The battle is fierce and like Spurgeon says, people called to the work of ministry are ""special objects of his consideration."" And if they fall, the Church is called to forgive like Christ forgave us all.",,,
"Religion0529","@TONEDEFF2k2 @denniskud @PhillyD @YouTube As if there aren't five thousand far-right Christian channels that are monetized...",,,
"Religion0530","I'm a Christian, so I love marijuana.",,,
"Religion0531","@ALT_uscis Let me guess, he's a Christian.",,,
"Religion0532","@HumanoidBeing @TheRainBro ++
You wouldn't like it if the Muslims force you to stop eating pork and drinking alcohol, right?

But they don't because they respect individual beliefs. Hope some Christian groups do the same 💜",,,
"Religion0533","@pmphillips @frjonathanbish @EdwardBGreen @ChurchTimes No I’m not. Please don’t put words in my mouth. The word “worship” means different things to different Christians.",,,
"Religion0534","Now concerning the collection for the saints, as I have given order to the churches of Galatia, even so do ye.

1 Corinthians 16:1
King James Version (KJV)
#PureDoctrinesOfChrist",,,
"Religion0535","@MDaudYusof @Thias88 @TheWolfGuy2 @mitchib1440 Quran - the base of which was the Bible and Torah.
They then added in parts from other local religions and boom, Islam was made, but it's just a continuation of Christianity which in turn was a follow on from Judaism.
None of which have ever proven God exists.",,,
"Religion0536","@hatice_akyun And then the rest of the Christian world, right?",,,
"Religion0537","@ABC As a Christian myself all I have to say is 😂😂😂😂😂😂😂😂",,,
"Religion0538","@Daniel_Ezra1988 @realDonaldTrump Are you okay mate, think you might be confused, us catholics like you",,,
"Religion0539","@vyomologist There’s a few. 

The biggest one is 
“Bangladesh Hindu Buddhist Christian Unity Council” which is mainly filled with Hindus.

Others include BD Minority Watch, Bangladesh Hindu Parishad (BHP), Iskcon etc...",,,
"Religion0540","Let me grow in grace &amp; in the knowledge of Jesus Christ

I will flourish like a palm tree &amp;grow like a cedar in Lebanon

Let my faith grow exceedingly

The breaker is gone up before me &amp;broken through every limitation &amp; barrier of the enemy

Lord u are the God of the breakthrough",,,
"Religion0541","“For I am persuaded that neither death nor life, nor angels nor principalities nor powers, nor things present nor things to come, nor height nor depth, nor any other created thing shall be able to separate us from the love of God which is in Christ Jesus our Lord.” Romans 8:38-39",,,
"Religion0542","@science4christ @Jaydon225 It's sad that you're informed and still believe in christ.
It marvels me.",,,
"Religion0543","@PremierRadio Praying for restoration and healing. Sad to see, but our God can heal and restore. 

Also i think its time, evangelical churches really hone in on wellbeing, discipleship and mentoring. So many leaders and pastors struggle like the next person",,,
"Religion0544","“The story of Christ calming the waves calls us to give our fears to Jesus and have faith in Him. The British willingness just to get on with things is one of our very best characteristics — let us not be paralysed by fear” https://t.co/yJ4vsbeITZ",,,
"Religion0545","@MckayMisheck LORD STRENGTHEN MY FAITH IN THE MIGHTY NAME OF JESUS CHRIST AMEN",,,
"Religion0546","@serjtankian @Doranimated How desperate of @ANCA_DC to try its darnest to portray this war as a religious one by constantly accentuating that Armenians are Christians.

#DontBelieveArmenia 
#KarabakhisAzerbaijan",,,
"Religion0547","@Watsay @mrwtffacts So it's only you who are diving deep into religion at this point. We don't force religion down our kid's throat since childhood, unlike islam and christianity.
It's still a personal preference to read our scriptures.",,,
"Religion0548","@SensationalYear @Fred47447693 @anon23405 @shadowjimbo @angryinuk @KobeTheBosss @beauvans Oh, now I'm a ""shit bag?"" How Christian of you to call me that.",,,
"Religion0549","@Peter_Fitz Because any resemblance between white American evangelicalism and Christianity is purely coincidental.",,,
"Religion0550","@sibirskri @clairlemon Every one knows that kkk group doesn’t represent Christianity also isis doesn’t represent islam dude im a muslim and i know an a teenager from isis how killed his mom and dad .. cuz he think they kafir “disbeliever” it’s not about religion it’s about brainwashed",,,
"Religion0551","@john_danfulani Receiving Christ is just the first stage. Knowing God's calendar is also another thing. You can still have Christ and still walk in ignorance. I enjoin u to do ur research properly and u will see the link.",,,
"Religion0552","I don't need religion I need spirituality.

I don't want a church I need a family. - its DAX",,,
"Religion0553","@Author_DLWhite Glad you aren't part of that church anymore",,,
"Religion0554","“Blessed be the God and Father of our Lord Jesus Christ, who has blessed us with every spiritual blessing in the heavenly places in Christ...” - Ephesians 1:3",,,
"Religion0555","Mmm. Someone has removed the crosses from the gables of the old church in Stoer.  I wonder what that portends. https://t.co/EYXyI8lURK",,,
"Religion0556","is the KING of kings and LORD of lords. And there’s no king like unto our LORD JESUS CHRIST. Kings of this world will fail you, man will fail you, but JESUS CHRIST will never never failed you.",,,
"Religion0557","“And Samuel heard all the words of the people, and he rehearsed them in the ears of the Lord. And the Lord said to Samuel, Hearken unto their voice, and make them a king. And Samuel said unto the men of Israel, Go ye every man unto his city.”
1 Samuel 8:21-22. Note; JESUS CHRIST",,,
"Religion0558","He made known to us the mystery of his will according to his good pleasure, which he purposed in Christ,to be put into effect when the times reach their fulfillment—to bring unity to all things in heaven and on earth under Christ.
Ephesians 1:9-10",,,
"Religion0559","@AndySlo30293431 @WidmerAriane Even some of today's Jew-aware Catholics do strange things. Bishop Richard Williamson, who I consider jew-aware, at least once invited a rabbi to speak to seminarians in Winona.",,,
"Religion0560","On #ArmisticeDay, 11th November, our church building will be open for private prayer from 10-11.15am.
5/5",,,
"Religion0561","In front of my destiny is Jesus Christ❤️ Spiritual symbol of strength🏋🏿‍♂️✨ https://t.co/fosGKQXZYX",,,
"Religion0562","Today the Church of England commemorates Archbishop William Temple the 98th Archbishop of Canterbury. His early death makes him one of the greatest What Ifs in Church history https://t.co/HtHbq2Filp",,,
"Religion0563","@htnam3h @LadyVelvet_HFQ Who want to retain world? Muslim or Christians? Think properly, you wouldn't be a Christian if british didn't try to colonisze India.",,,
"Religion0564","“He stands for Christians, He hates abortion”

 You thinking that’s enough to be a Christian? No 😆",,,
"Religion0565","""Through our cycles of growth the virtue of God is sown within,
propagating the kingdom of God as the fruit of righteousness in the mind of Christ.""#s8w #prophetic
#Rebirth #CountAllTheVotes https://t.co/EBLFZDa1Jq",,,
"Religion0566","The secret 'Vatican' of the Templars https://t.co/z8yoBQrNp2 via @BBC_Reel",,,
"Religion0567","We are free to criticise your religion whenever we want in our Christian countries. Out of respect (and fear of having our heads chopped off) we will refrain from doing so when on holiday in Pakistan. https://t.co/8hjSPvil3y",,,
"Religion0568","@uk_timwilson Civil dis/obedience. For individuals and churches.

But if it's Non-Christians you're aiming at, then that also depends on who you're speaking to! I imagine more deprived areas - unemployment/finance, more affluent areas - loneliness.

That probably doesn't help much!",,,
"Religion0569","Church People!!! 
Don’t gossip and call it fellowship.",,,
"Religion0570","Paradoxically, the ""success"" of Christians, as long as we are in this world, is interior, and will never be exterior.",,,
"Religion0571","@HopkinsBRFC When you are a Christian? 🤔",,,
"Religion0572","And don't let them use giving to finish you.
The church pays it's full time pastors WELL.
With many other benefits abegggg

Save your money biko",,,
"Religion0573","@ALG0RD0N @LadyCaraBentley @MattHancock ...LOVE seeing the church continue and step into such broad expressions of loving our community. Amazing! Let’s worship by showing our communities love in all the ways you’ve said, but by also leading the way in the effort to make our communities safe for vulnerable again.",,,
"Religion0574","@moakabash Breakfast with Jesus Christ!!! 

Spirit of living God is setting you free from every Egyptians of debt you have mistakenly vowed today in Jesus unfailing name (Ecc5:4) Good morning &amp; a fruitful Friday...",,,
"Religion0575","@WinnieAngel17 AMEEN no weapon formed against me shall prosper in Jesus Christ name AMEN",,,
"Religion0576","@HibiscusVanilla Thank you Utsukushi Hana 📿🧎‍♀️ , May Almighty God, His Beloved Son, Our Lord and Savior Jesus Christ; Protect you and your family from all Oppressive Presences; May the Lord Bless you abundantly with his Divine Mercy Forever. Amen! Amen! Amen!",,,
"Religion0577","Why do you think was the meaning of there is neither Jew nor Gentile, all are one in Christ? https://t.co/osRq0cICOL",,,
"Religion0578","Although the evidence of notable miracles was overwhelming and irrefutable, The religious leaders refused to believe in Christ, 
One of the greatest testimonies is the difference others see in our lives as a believer,",,,
"Religion0579","This will be a meter while his will is pumping u will for that illuminati word say fyck satan lord thy god. And condemn thy to thy nation and ur mother says dam christ dam christ at the same time with his finger up his ass u assed ur self and u will not leave me alone .... :",,,
